objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648721220862132,157.46933085663,-0.174376172264785,17.56078,15.84306,14.94349,14.44422,13.98974,756,301,3,278,306251404295563264,GALAXY,0.03494354,272,51941,24
1237648721221320918,158.531332075709,-0.0481714893127105,18.98467,17.80774,17.31339,16.97296,16.7476,756,301,3,285,307413588354557952,GALAXY,0.0648981,273,51957,156
1237648721220927605,157.529357882753,-0.176220156772004,19.44382,18.20186,17.57832,17.24597,16.98098,756,301,3,279,307432280052230144,GALAXY,0.07396382,273,51957,224
1237648721220927511,157.556757189661,-0.122568092668983,19.58471,17.70535,16.7687,16.35852,16.00057,756,301,3,279,307433929319671808,GALAXY,0.0935319,273,51957,230
1237648721220862102,157.43013281798,-0.132374962612444,19.21625,17.49431,16.58157,16.12693,15.79549,756,301,3,278,306254153074632704,GALAXY,0.118056,272,51941,34
1237648721220862085,157.416869889731,-0.0359896774574517,19.21375,17.86078,17.16067,16.72168,16.42554,756,301,3,278,306253878196725760,GALAXY,0.09498288,272,51941,33
1237648721220862050,157.391884755101,-0.0573850026827486,19.53542,17.98712,17.07004,16.60347,16.2515,756,301,3,278,306255252586260480,GALAXY,0.1468786,272,51941,38
1237648721220141175,155.775335174864,-0.200854309052414,19.44082,17.37083,16.33696,15.88241,15.48007,756,301,3,267,306307754266486784,GALAXY,0.09257647,272,51941,229
1237648721220141140,155.751160909567,-0.0599618780799468,19.25243,18.13035,17.5816,17.27784,17.11384,756,301,3,267,305127977316804608,GALAXY,0.06272236,271,51883,33
1237648721220075721,155.711610926085,-0.0169599720355319,18.91198,17.72086,17.11255,16.70341,16.44827,756,301,3,266,305289605526087680,GALAXY,0.06253219,271,51883,621
1237648721220075713,155.688646624821,-0.00308830670614977,18.08446,16.95451,16.28149,15.88147,15.60056,756,301,3,266,306307479388579840,GALAXY,0.06255899,272,51941,228
1237648721220075588,155.686017580228,-0.126515749716122,19.19906,18.98658,18.72967,18.60782,18.5857,756,301,3,266,305129076828432384,QSO,1.403561,271,51883,37
1237648721220010190,155.561087973478,-0.0272458372320898,19.03819,17.79249,17.22686,16.85721,16.63472,756,301,3,265,306316550359508992,GALAXY,0.1125911,272,51941,261
1237648721219748093,154.982999531702,-0.20143159709187,19.10244,17.63602,16.90735,16.52213,16.25722,756,301,3,261,305151341938894848,GALAXY,0.06346736,271,51883,118
1237648721219748023,154.864283732507,-0.0345391738197167,18.37732,16.88301,16.28039,15.94014,15.78495,756,301,3,261,305151616816801792,GALAXY,0.04713511,271,51883,119
1237648721219747888,154.856162751645,-0.0299068495406669,18.79426,18.34404,18.25214,18.3229,18.19995,756,301,3,261,306329744499042304,QSO,0.8181214,272,51941,309
1237648721219682384,154.795923129408,-0.15386057739034,19.09539,18.11292,17.78169,17.65197,17.57892,756,301,3,260,4313406748750749696,STAR,0.0004892497,3831,55543,306
1237648721221058714,157.948233505574,-0.134501194338186,19.43612,18.3378,18.18679,18.16129,18.19179,756,301,3,281,307425682982463488,STAR,0.0009707541,273,51957,200
1237648721221058795,157.934867288548,-0.0183405934719771,19.5219,18.16031,17.61438,17.24478,16.99166,756,301,3,281,307423483959207936,GALAXY,0.08698336,273,51957,192
1237648721221124128,158.019765684266,-0.188658237823408,19.15374,19.11041,19.05404,18.77618,18.68085,756,301,3,282,307424583470835712,QSO,1.875947,273,51957,196
1237648721221124212,158.013921486457,-0.205950658635131,18.86469,17.50174,16.83774,16.44392,16.17204,756,301,3,282,307425133226649600,GALAXY,0.09084529,273,51957,198
1237648721221189764,158.198549156577,-0.204757064349402,17.78733,16.24017,15.49375,15.07718,14.73213,756,301,3,283,307418811034789888,GALAXY,0.03397743,273,51957,175
1237648721221320726,158.439271471038,-0.0716018305384513,19.45107,18.38657,18.23066,18.18887,18.19806,756,301,3,285,307413863232464896,STAR,0.0003593343,273,51957,157
1237648721221320733,158.442432954888,-0.0376108349610791,19.03105,18.90905,18.6332,18.50312,18.49295,756,301,3,285,307414687866185728,QSO,1.172575,273,51957,160
1237648721220010121,155.48400073013,-0.0715215394280345,19.52335,17.58873,16.70269,16.24651,15.89563,756,301,3,265,305128252194711552,GALAXY,0.07870299,271,51883,34
1237648721221648570,159.30949656766,-0.0874401366456795,18.85895,17.84279,17.39774,17.16279,16.95072,756,301,3,290,307379778372003840,GALAXY,0.02126185,273,51957,33
1237648721221713944,159.340725215685,-0.00154936658850221,18.43512,17.30352,17.19988,17.21554,17.21168,756,301,3,291,307380603005724672,STAR,0.000760672,273,51957,36
1237648721220796584,157.303265335152,-0.11072640780135,18.8345,16.77964,15.7686,15.32982,14.9749,756,301,3,277,306253328440911872,GALAXY,0.09450503,272,51941,31
1237648721221779630,159.601978715527,-0.190076705771781,18.65759,17.36591,16.66049,16.25913,15.99489,756,301,3,292,308571648238315520,GALAXY,0.1237914,274,51913,273
1237648721220141270,155.852843202197,-0.165606488142009,19.27058,18.17954,17.62054,17.24121,17.02961,756,301,3,267,306295109882767360,GALAXY,0.09317704,272,51941,183
1237648721221779641,159.606276211658,-0.0178599833782813,18.19884,16.96567,16.48693,16.26755,16.16388,756,301,3,292,308572747749943296,GALAXY,0.01908475,274,51913,277
1237648721221845149,159.728864631054,-0.187610484557901,18.88819,17.73005,17.13529,16.76015,16.55101,756,301,3,293,308560103366223872,GALAXY,0.1103091,274,51913,231
1237651190817489028,123.695851077131,45.2846995798884,18.5526,17.56321,17.25354,17.13342,17.07845,1331,301,3,132,7198015100027904000,STAR,0.0003938607,6393,56341,498
1237651190818341043,125.342431487207,46.7437335844405,17.74195,15.9341,15.10887,14.71539,14.39093,1331,301,3,145,496547728780716032,GALAXY,0.03972657,441,51868,94
1237651190818144284,124.961670863659,46.3768969250385,18.805,17.80597,17.44525,17.2958,17.25875,1331,301,3,142,8250849166944608256,STAR,-0.0004976118,7328,56715,926
1237651190817816793,124.290588651473,45.8135276344682,18.5413,16.62492,15.70921,15.2762,14.93121,1331,301,3,137,496585661931874304,GALAXY,0.04871643,441,51868,232
1237651190817816752,124.454456575359,45.851244587242,19.25826,18.03808,17.29307,16.89153,16.60556,1331,301,3,137,496576865838852096,GALAXY,0.1277604,441,51868,200
1237651190817751248,124.092427563109,45.7910004170223,17.99664,16.0913,15.17758,14.74718,14.40172,1331,301,3,136,496594732902803456,GALAXY,0.04923384,441,51868,265
1237651190817751237,124.14563363524,45.7294739315422,19.19278,17.57736,16.81005,16.45755,16.15824,1331,301,3,136,496586486565595136,GALAXY,0.04960963,441,51868,235
1237651190817751234,124.060309499784,45.7765300822733,19.58543,18.16455,17.50932,17.15542,16.9341,1331,301,3,136,494436116850567168,GALAXY,0.04934679,439,51877,604
1237651190817620264,123.860974753911,45.5922254948313,17.73457,16.17806,15.38403,14.95163,14.60848,1331,301,3,134,4156925347407831040,GALAXY,0.05100301,3692,55186,374
1237651190818406672,125.45849617578,47.0162438981211,18.66543,16.77487,15.83514,15.3827,15.03788,1331,301,3,146,496653007019075584,GALAXY,0.07475908,441,51868,477
1237651190818537652,125.780170248595,47.0925191224976,17.34312,16.36889,16.01099,15.84342,15.72716,1331,301,3,148,496657130187679744,GALAXY,0.01396442,441,51868,492
1237651190818537642,125.726979453097,47.1152385765316,19.37082,17.97408,17.23037,16.82133,16.50867,1331,301,3,148,496657405065586688,GALAXY,0.1240993,441,51868,493
1237651190818472256,125.546673964056,47.1169309466991,18.19025,17.20442,16.69336,16.35231,16.15252,1331,301,3,147,496653831652796416,GALAXY,0.1174899,441,51868,480
1237651190818472237,125.685310629192,47.0058664071906,19.55511,18.35696,17.65127,17.25676,16.9383,1331,301,3,147,496537833176066048,GALAXY,0.1292215,441,51868,58
1237651190818472232,125.578016569936,47.0594303664152,18.99327,17.9514,17.40668,17.00448,16.81535,1331,301,3,147,496653556774889472,GALAXY,0.121696,441,51868,479
1237651190818472106,125.590655719582,47.1258177908102,19.5573,17.44972,16.31828,15.84094,15.43763,1331,301,3,147,496648883850471424,GALAXY,0.1285712,441,51868,462
1237651190818472055,125.674427275536,47.0225250917532,18.73013,17.42995,16.91049,16.71862,16.65471,1331,301,3,147,3573653114445733888,STAR,-0.0001119884,3174,54821,170
1237651190818472032,125.539757747069,47.0980454209052,18.42575,17.20061,15.68563,15.13198,14.84811,1331,301,3,147,496651082873726976,GALAXY,0.1270814,441,51868,470
1237651190818406680,125.494921135287,46.9969917287165,19.37159,17.52712,16.43342,15.96926,15.61076,1331,301,3,146,496548553414436864,GALAXY,0.128603,441,51868,97
1237651190818406617,125.568804126985,46.8770534981532,18.39159,17.35121,16.9745,16.73693,16.5976,1331,301,3,146,496536183908624384,GALAXY,0.04823808,441,51868,52
1237651190818406428,125.524244855872,46.8248239893336,19.11782,17.6334,17.02727,16.77362,16.65559,1331,301,3,146,3573657512492244992,STAR,3.439862E-05,3174,54821,186
1237651190818340958,125.281193788141,46.8487638557519,17.52786,15.6941,14.87651,14.47114,14.17232,1331,301,3,145,496544705123739648,GALAXY,0.03949735,441,51868,83
1237651190818340948,125.292028431257,46.8328768585139,19.08168,17.70807,17.11116,16.88236,16.7477,1331,301,3,145,3573657787370151936,STAR,-0.0001232094,3174,54821,187
1237651190818275356,125.110560853373,46.6716525661737,18.89251,17.70587,17.84359,18.13009,18.14377,1331,301,3,144,3573675929312010240,STAR,9.532062E-05,3174,54821,253
1237651190818079131,124.699682555055,46.3073506341158,18.9468,17.85083,17.41611,17.15208,17.17708,1331,301,3,141,496560922920249344,GALAXY,0.04461406,441,51868,142
1237651190818078984,124.695970290144,46.3873778731453,18.07697,16.22489,15.31988,14.88827,14.54615,1331,301,3,141,496562297309784064,GALAXY,0.0401362,441,51868,147
1237651190817882314,124.471182182922,45.8888823956007,19.31533,19.18906,19.43599,18.76358,18.76679,1331,301,3,138,496574941693503488,QSO,1.742025,441,51868,193
1237651190818668636,126.040948391832,47.4092564310181,18.56521,16.67804,15.89146,15.54304,15.37648,1331,301,3,150,3573736127573630976,STAR,0.000158453,3174,54821,472
1237651190818668707,126.033083275327,47.3437162622392,18.62878,17.40022,16.65147,16.22445,15.9278,1331,301,3,150,496655755798145024,GALAXY,0.1289281,441,51868,487
1237651190818668737,126.131822631445,47.336354956265,19.41911,18.97051,18.89738,18.65042,18.70335,1331,301,3,150,496665651402795008,QSO,0.630255,441,51868,523
1237651190818734221,126.186750992105,47.4035959831535,19.59762,19.44909,19.26003,19.2368,19.40933,1331,301,3,151,496696712606279680,QSO,1.187794,441,51868,636
1237651190818734265,126.085204672853,47.5556604951407,18.84597,16.91509,16.04967,15.64319,15.29667,1331,301,3,151,496693963827210240,GALAXY,0.04864017,441,51868,626
1237651190817685914,124.068467816835,45.6045232115698,19.02389,17.71133,17.18929,16.89419,16.77807,1331,301,3,135,496594458024896512,GALAXY,0.04091563,441,51868,264
1237651190817685789,124.083245786869,45.6599045698047,19.59766,17.74148,16.9412,16.55404,16.24345,1331,301,3,135,494437491240101888,GALAXY,0.05100178,439,51877,609
1237651190817685780,124.120590854336,45.6377536978573,17.36265,16.12182,15.51242,15.19369,14.9036,1331,301,3,135,496583462908618752,GALAXY,0.02262215,441,51868,224
1237651190817685668,123.873474380083,45.6342182620974,18.4752,16.52666,15.609,15.16604,14.79463,1331,301,3,135,496595007780710400,GALAXY,0.05053199,441,51868,266
1237651190817685572,123.960757193617,45.654079174719,17.20725,15.92716,15.25616,14.85844,14.54973,1331,301,3,135,494439690263357440,GALAXY,0.04346082,439,51877,617
1237651190817620151,124.05838128233,45.4985546811246,18.07788,17.09215,16.81169,16.69974,16.67989,1331,301,3,134,496593633391175680,STAR,-0.0001651981,441,51868,261
1237651190818537712,125.686435596822,47.223199149622,18.54596,17.41572,16.91175,16.62492,16.43013,1331,301,3,148,496655206042331136,GALAXY,0.04996745,441,51868,485
1237651190818603116,125.843395959391,47.3505424370728,19.2194,18.2317,17.90355,17.7762,17.68336,1331,301,3,149,3573736952207351808,STAR,-0.0001427787,3174,54821,475
1237651190818865236,126.590988833568,47.6976482761645,17.78973,16.26226,15.61666,15.34601,15.19326,1331,301,3,153,3573741075375955968,STAR,-9.065144E-05,3174,54821,490
1237651190818078919,124.832039924378,46.2639220825458,19.5449,19.43319,19.13635,19.11885,19.0901,1331,301,3,141,496557624385366016,QSO,1.337986,441,51868,130
1237651190818078757,124.87121746315,46.2461069437859,18.91255,17.52884,16.94025,16.68981,16.5877,1331,301,3,141,3573685824916660224,STAR,-0.0005427044,3174,54821,289
1237651190818865249,126.607870532596,47.7196184688311,18.22679,17.30696,17.00163,16.87394,16.86108,1331,301,3,153,4161437194899136512,STAR,4.937968E-05,3696,55277,404
1237651190818340984,125.313771621016,46.8784203590757,19.48467,18.26664,17.82403,17.66244,17.59313,1331,301,3,145,3573661085905035264,STAR,-0.0001138648,3174,54821,199
1237651190818210011,125.065966464688,46.5344532906722,19.44576,18.11452,17.44366,17.17007,17.00983,1331,301,3,143,3573674280044568576,STAR,0.0004416032,3174,54821,247
1237651190819127498,127.126213979687,48.2243282614583,17.9064,16.87681,16.40043,16.18329,16.08755,1331,301,3,157,3573763065608511488,STAR,4.329963E-05,3174,54821,570
1237651190819127550,127.081571956392,48.127599450288,18.0076,16.10604,15.185,14.75431,14.43875,1331,301,3,157,498801727701542912,GALAXY,0.07668608,443,51873,102
1237651190817751104,124.173494501071,45.6911147830321,18.8392,18.82294,18.70927,18.48145,18.22635,1331,301,3,136,496584837298153472,QSO,2.080434,441,51868,229
1237648721220010158,155.541744563137,-0.0553723844187904,19.53143,17.72145,16.83091,16.39734,16.08084,756,301,3,265,305129901462153216,GALAXY,0.07183877,271,51883,40
1237648721220009986,155.440223317966,-0.181412469214057,19.13087,17.76954,17.2544,17.02957,16.9635,756,301,3,265,305127427560990720,STAR,1.212332E-05,271,51883,31
1237648721221845221,159.766811480322,-0.0309361551797207,19.16208,17.73868,16.90584,16.48139,16.1153,756,301,3,293,308561202877851648,GALAXY,0.1327375,274,51913,235
1237648721221910580,159.835214457552,-0.200241896044308,15.28501,13.46948,12.64379,12.23991,11.98074,756,301,3,294,308562027511572480,GALAXY,0.01870119,274,51913,238
1237648721219682357,154.749361453047,-0.182520789766171,19.19234,17.33534,16.35525,15.85395,15.51435,756,301,3,260,305161512421451776,GALAXY,0.09228784,271,51883,155
1237648721221583000,159.059541967857,-0.159019119711562,17.11091,15.75166,15.01781,14.61758,14.29235,756,301,3,289,307379503494096896,GALAXY,0.02770622,273,51957,32
1237648721220796452,157.25498115341,-0.10837055074108,18.8906,17.89754,17.59805,17.46548,17.39401,756,301,3,277,4314501308314787840,STAR,0.0001457302,3832,55289,192
1237648721221714102,159.422814113036,-0.0223593717864135,19.34998,18.33746,17.79092,17.44933,17.23392,756,301,3,291,308573572383664128,GALAXY,0.1316363,274,51913,280
1237648721220206611,155.918015678132,-0.0614814212869609,19.51307,17.54918,16.57006,16.11872,15.77169,756,301,3,268,306298683295557632,GALAXY,0.094426,272,51941,196
1237648721222303890,160.730994403218,-0.140296201592136,17.93038,16.92947,16.4762,16.27013,16.09891,756,301,3,300,308529042162739200,GALAXY,0.007884246,274,51913,118
1237648721219616818,154.611917786821,-0.164199838241081,18.79575,18.57321,18.55136,18.35209,18.30321,756,301,3,259,305160687787730944,QSO,1.812651,271,51883,152
1237648721219616807,154.598453045893,-0.0910453080395938,18.94769,18.79742,18.65749,18.60048,18.73997,756,301,3,259,305162337055172608,QSO,1.40169,271,51883,158
1237648721221189696,158.13045282983,-0.10658174425474,19.55022,17.88519,17.09384,16.72751,16.41544,756,301,3,283,307419085912696832,GALAXY,0.06510175,273,51957,176
1237648721222172675,160.389299190074,-0.0434346202370934,18.76115,18.83121,18.30667,17.88415,17.73796,756,301,3,298,309706619065755648,QSO,0.2355931,275,51910,306
1237648721222172860,160.496047274071,-0.0770369135498089,19.48017,17.96935,16.97952,16.5415,16.15438,756,301,3,298,308538388011575296,GALAXY,0.1130077,274,51913,152
1237648721222172867,160.496406343877,-0.190656491882951,19.38239,19.36816,19.12164,18.94353,18.90339,756,301,3,298,309707443699476480,QSO,0.7929131,275,51910,309
1237648721222369305,160.870311778309,-0.107491714877502,18.13072,17.12615,16.77296,16.61514,16.58501,756,301,3,301,4316799849536135168,STAR,0.0006917032,3834,56014,362
1237648721222369318,160.904733279753,-0.107095743772595,19.06678,17.72688,17.19687,17.00829,16.93172,756,301,3,301,2881265068505327616,STAR,8.066136E-05,2559,54208,317
1237648721219616821,154.622479074877,-0.141871295671353,19.06688,18.69043,18.51842,18.41969,18.17964,756,301,3,259,305160412909824000,QSO,2.137572,271,51883,151
1237648721221582928,159.148604655108,-0.010120034667693,19.30804,18.8975,19.12333,19.37422,19.47773,756,301,3,289,308579894575523840,STAR,-6.491982E-05,274,51913,303
1237648721222238344,160.656828512061,-0.141060168790196,17.94616,16.43431,15.85778,15.6287,15.55221,756,301,3,299,2689862634181781504,STAR,0.0001584774,2389,54213,319
1237648721220600036,156.852000562462,-0.20135910663986,19.20144,18.03407,17.66074,17.39079,17.30588,756,301,3,274,306264598435096576,GALAXY,0.05642423,272,51941,72
1237648721220599866,156.855971092873,-0.0932234318673239,16.79231,15.50062,14.92929,14.68886,14.54752,756,301,3,274,307454270284785664,STAR,0.0008336598,273,51957,304
1237648721220534309,156.768989105787,-0.189248194533382,19.19938,17.25997,16.34987,15.97334,15.63232,756,301,3,273,307453995406878720,GALAXY,0.09517123,273,51957,303
1237648721220468820,156.563791169234,-0.108395839296164,19.30088,19.17728,19.26831,19.40944,19.54679,756,301,3,272,4314554634628734976,QSO,1.350456,3832,55289,386
